nohup: ignoring input
>> host monitor: 8 cores, interval=2.0s, duration=7200.0s
>> time      cpu_total%  (of 800)  cores_busy  ram_used_mb  ram%
>> 10:06:17      314   ( 3.1 cores)    1/8         7192      23%
>> 10:06:19      300   ( 3.0 cores)    1/8         7191      23%
>> 10:06:21      314   ( 3.1 cores)    1/8         7178      23%
>> 10:06:23      304   ( 3.0 cores)    1/8         7179      23%
>> 10:06:25      317   ( 3.2 cores)    1/8         7180      23%
>> 10:06:27      305   ( 3.1 cores)    1/8         7191      23%
>> 10:06:29      312   ( 3.1 cores)    0/8         7179      23%
>> 10:06:31      307   ( 3.1 cores)    1/8         7187      23%
>> 10:06:33      307   ( 3.1 cores)    0/8         7206      23%
>> 10:06:35      311   ( 3.1 cores)    0/8         7199      23%
>> 10:06:37      360   ( 3.6 cores)    0/8         7191      23%
>> 10:06:39      296   ( 3.0 cores)    0/8         7192      23%
>> 10:06:41      334   ( 3.3 cores)    0/8         7176      23%
>> 10:06:43      303   ( 3.0 cores)    1/8         7178      23%
>> 10:06:45      316   ( 3.2 cores)    0/8         7184      23%
>> 10:06:47      319   ( 3.2 cores)    1/8         7173      23%
>> 10:06:49      301   ( 3.0 cores)    0/8         7175      23%
>> 10:06:51      310   ( 3.1 cores)    0/8         7182      23%
>> 10:06:53      397   ( 4.0 cores)    2/8         7331      23%
>> 10:06:55      368   ( 3.7 cores)    1/8         7196      23%
>> 10:06:57      306   ( 3.1 cores)    1/8         7189      23%
>> 10:06:59      313   ( 3.1 cores)    0/8         7190      23%
>> 10:07:01      312   ( 3.1 cores)    0/8         7195      23%
>> 10:07:03      325   ( 3.3 cores)    1/8         7194      23%
>> 10:07:05      304   ( 3.0 cores)    1/8         7194      23%
>> 10:07:07      311   ( 3.1 cores)    0/8         7191      23%
>> 10:07:09      305   ( 3.0 cores)    0/8         7191      23%
>> 10:07:11      314   ( 3.1 cores)    1/8         7187      23%
>> 10:07:13      300   ( 3.0 cores)    0/8         7186      23%
>> 10:07:15      303   ( 3.0 cores)    0/8         7184      23%
>> 10:07:17      323   ( 3.2 cores)    1/8         7178      23%
>> 10:07:19      301   ( 3.0 cores)    0/8         7187      23%
>> 10:07:21      318   ( 3.2 cores)    1/8         7182      23%
>> 10:07:23      301   ( 3.0 cores)    1/8         7179      23%
>> 10:07:25      303   ( 3.0 cores)    1/8         7178      23%
>> 10:07:27      321   ( 3.2 cores)    0/8         7171      23%
>> 10:07:29      314   ( 3.1 cores)    1/8         7165      23%
>> 10:07:31      302   ( 3.0 cores)    0/8         7167      23%
>> 10:07:33      305   ( 3.0 cores)    1/8         7172      23%
>> 10:07:35      302   ( 3.0 cores)    0/8         7173      23%
>> 10:07:37      344   ( 3.4 cores)    0/8         7175      23%
>> 10:07:39      312   ( 3.1 cores)    1/8         7174      23%
>> 10:07:41      304   ( 3.0 cores)    1/8         7185      23%
>> 10:07:43      307   ( 3.1 cores)    1/8         7185      23%
>> 10:07:45      310   ( 3.1 cores)    1/8         7193      23%
>> 10:07:47      314   ( 3.1 cores)    0/8         7189      23%
>> 10:07:49      308   ( 3.1 cores)    0/8         7199      23%
>> 10:07:51      296   ( 3.0 cores)    1/8         7197      23%
>> 10:07:53      311   ( 3.1 cores)    0/8         7199      23%
>> 10:07:55      372   ( 3.7 cores)    1/8         7232      23%
>> 10:07:57      399   ( 4.0 cores)    2/8         7198      23%
>> 10:07:59      319   ( 3.2 cores)    0/8         7179      23%
>> 10:08:01      306   ( 3.1 cores)    1/8         7194      23%
>> 10:08:03      311   ( 3.1 cores)    1/8         7199      23%
>> 10:08:05      303   ( 3.0 cores)    0/8         7198      23%
>> 10:08:07      322   ( 3.2 cores)    1/8         7184      23%
>> 10:08:09      305   ( 3.0 cores)    0/8         7194      23%
>> 10:08:11      312   ( 3.1 cores)    0/8         7197      23%
>> 10:08:13      316   ( 3.2 cores)    1/8         7185      23%
>> 10:08:15      309   ( 3.1 cores)    0/8         7196      23%
>> 10:08:17      320   ( 3.2 cores)    0/8         7192      23%
>> 10:08:19      310   ( 3.1 cores)    0/8         7197      23%
>> 10:08:21      305   ( 3.0 cores)    0/8         7206      23%
>> 10:08:23      308   ( 3.1 cores)    1/8         7184      23%
>> 10:08:25      309   ( 3.1 cores)    1/8         7191      23%
>> 10:08:27      323   ( 3.2 cores)    1/8         7167      23%
>> 10:08:29      313   ( 3.1 cores)    0/8         7180      23%
>> 10:08:31      307   ( 3.1 cores)    1/8         7177      23%
>> 10:08:33      321   ( 3.2 cores)    0/8         7182      23%
>> 10:08:35      312   ( 3.1 cores)    1/8         7184      23%
>> 10:08:37      354   ( 3.5 cores)    1/8         7168      23%
>> 10:08:39      300   ( 3.0 cores)    0/8         7172      23%
>> 10:08:41      306   ( 3.1 cores)    0/8         7177      23%
>> 10:08:43      311   ( 3.1 cores)    1/8         7171      23%
>> 10:08:45      305   ( 3.1 cores)    1/8         7176      23%
>> 10:08:47      327   ( 3.3 cores)    0/8         7192      23%
>> 10:08:49      307   ( 3.1 cores)    0/8         7177      23%
>> 10:08:51      299   ( 3.0 cores)    0/8         7181      23%
>> 10:08:53      305   ( 3.0 cores)    0/8         7181      23%
>> 10:08:55      299   ( 3.0 cores)    1/8         7178      23%
>> 10:08:57      374   ( 3.7 cores)    0/8         7184      23%
>> 10:08:59      422   ( 4.2 cores)    1/8         7183      23%
>> 10:09:01      321   ( 3.2 cores)    1/8         7178      23%
>> 10:09:03      310   ( 3.1 cores)    0/8         7181      23%
>> 10:09:05      300   ( 3.0 cores)    0/8         7184      23%
>> 10:09:07      309   ( 3.1 cores)    1/8         7187      23%
>> 10:09:09      318   ( 3.2 cores)    0/8         7178      23%
>> 10:09:11      304   ( 3.0 cores)    1/8         7178      23%
>> 10:09:13      314   ( 3.1 cores)    1/8         7192      23%
>> 10:09:15      361   ( 3.6 cores)    1/8         7243      23%
>> 10:09:17      314   ( 3.1 cores)    0/8         7181      23%
>> 10:09:19      314   ( 3.1 cores)    1/8         7184      23%
>> 10:09:21      308   ( 3.1 cores)    0/8         7189      23%
>> 10:09:23      324   ( 3.2 cores)    0/8         7181      23%
>> 10:09:25      353   ( 3.5 cores)    1/8         7187      23%
>> 10:09:27      310   ( 3.1 cores)    1/8         7195      23%
>> 10:09:29      308   ( 3.1 cores)    1/8         7182      23%
>> 10:09:31      320   ( 3.2 cores)    1/8         7190      23%
>> 10:09:33      309   ( 3.1 cores)    0/8         7177      23%
>> 10:09:35      301   ( 3.0 cores)    1/8         7185      23%
>> 10:09:37      347   ( 3.5 cores)    1/8         7184      23%
>> 10:09:39      324   ( 3.2 cores)    1/8         7175      23%
>> 10:09:41      300   ( 3.0 cores)    1/8         7175      23%
>> 10:09:43      314   ( 3.1 cores)    1/8         7171      23%
>> 10:09:45      311   ( 3.1 cores)    0/8         7180      23%
>> 10:09:47      299   ( 3.0 cores)    1/8         7180      23%
>> 10:09:49      322   ( 3.2 cores)    0/8         7172      23%
>> 10:09:51      301   ( 3.0 cores)    0/8         7186      23%
>> 10:09:53      304   ( 3.0 cores)    0/8         7166      23%
>> 10:09:55      317   ( 3.2 cores)    0/8         7171      23%
>> 10:09:57      311   ( 3.1 cores)    1/8         7181      23%
>> 10:09:59      330   ( 3.3 cores)    0/8         7203      23%
>> 10:10:01      434   ( 4.3 cores)    2/8         7469      24%
>> 10:10:03      333   ( 3.3 cores)    1/8         7182      23%
>> 10:10:05      302   ( 3.0 cores)    0/8         7192      23%
>> 10:10:07      304   ( 3.0 cores)    0/8         7199      23%
>> 10:10:09      314   ( 3.1 cores)    1/8         7177      23%
>> 10:10:11      302   ( 3.0 cores)    0/8         7187      23%
>> 10:10:13      335   ( 3.3 cores)    0/8         7184      23%
>> 10:10:15      305   ( 3.0 cores)    0/8         7188      23%
>> 10:10:17      303   ( 3.0 cores)    1/8         7180      23%
>> 10:10:19      322   ( 3.2 cores)    1/8         7184      23%
>> 10:10:21      306   ( 3.1 cores)    0/8         7194      23%
>> 10:10:23      319   ( 3.2 cores)    1/8         7208      23%
>> 10:10:25      311   ( 3.1 cores)    0/8         7182      23%
>> 10:10:27      310   ( 3.1 cores)    0/8         7184      23%
>> 10:10:29      317   ( 3.2 cores)    1/8         7198      23%
>> 10:10:31      312   ( 3.1 cores)    0/8         7192      23%
>> 10:10:33      308   ( 3.1 cores)    0/8         7196      23%
>> 10:10:35      310   ( 3.1 cores)    1/8         7210      23%
>> 10:10:37      337   ( 3.4 cores)    1/8         7191      23%
>> 10:10:39      315   ( 3.1 cores)    1/8         7165      23%
>> 10:10:41      307   ( 3.1 cores)    0/8         7172      23%
>> 10:10:43      310   ( 3.1 cores)    1/8         7173      23%
>> 10:10:45      308   ( 3.1 cores)    0/8         7174      23%
>> 10:10:47      308   ( 3.1 cores)    0/8         7178      23%
>> 10:10:49      308   ( 3.1 cores)    1/8         7179      23%
>> 10:10:51      302   ( 3.0 cores)    0/8         7179      23%
>> 10:10:53      319   ( 3.2 cores)    0/8         7185      23%
>> 10:10:55      301   ( 3.0 cores)    1/8         7192      23%
>> 10:10:57      306   ( 3.1 cores)    1/8         7197      23%
>> 10:10:59      305   ( 3.0 cores)    1/8         7179      23%
>> 10:11:01      334   ( 3.3 cores)    0/8         7182      23%
>> 10:11:03      419   ( 4.2 cores)    1/8         7334      23%
>> 10:11:05      364   ( 3.6 cores)    0/8         7190      23%
>> 10:11:07      303   ( 3.0 cores)    0/8         7196      23%
>> 10:11:09      312   ( 3.1 cores)    1/8         7198      23%
>> 10:11:11      299   ( 3.0 cores)    1/8         7198      23%
>> 10:11:13      305   ( 3.1 cores)    1/8         7199      23%
>> 10:11:15      310   ( 3.1 cores)    1/8         7185      23%
>> 10:11:17      310   ( 3.1 cores)    1/8         7196      23%
>> 10:11:19      306   ( 3.1 cores)    0/8         7200      23%
>> 10:11:21      307   ( 3.1 cores)    0/8         7194      23%
>> 10:11:23      299   ( 3.0 cores)    1/8         7209      23%
>> 10:11:25      307   ( 3.1 cores)    1/8         7191      23%
>> 10:11:27      306   ( 3.1 cores)    1/8         7190      23%
>> 10:11:29      311   ( 3.1 cores)    1/8         7192      23%
>> 10:11:31      312   ( 3.1 cores)    1/8         7191      23%
>> 10:11:33      303   ( 3.0 cores)    0/8         7199      23%
>> 10:11:35      307   ( 3.1 cores)    1/8         7205      23%
>> 10:11:37      347   ( 3.5 cores)    1/8         7208      23%
>> 10:11:39      310   ( 3.1 cores)    1/8         7196      23%
>> 10:11:41      308   ( 3.1 cores)    0/8         7192      23%
>> 10:11:43      300   ( 3.0 cores)    1/8         7202      23%
>> 10:11:45      315   ( 3.2 cores)    1/8         7188      23%
>> 10:11:47      299   ( 3.0 cores)    0/8         7192      23%
>> 10:11:49      323   ( 3.2 cores)    0/8         7184      23%
>> 10:11:51      312   ( 3.1 cores)    1/8         7202      23%
>> 10:11:53      299   ( 3.0 cores)    1/8         7206      23%
>> 10:11:55      315   ( 3.1 cores)    1/8         7208      23%
>> 10:11:57      305   ( 3.0 cores)    0/8         7216      23%
>> 10:11:59      310   ( 3.1 cores)    1/8         7216      23%
>> 10:12:01      335   ( 3.4 cores)    1/8         7169      23%
>> 10:12:03      305   ( 3.0 cores)    0/8         7180      23%
>> 10:12:05      392   ( 3.9 cores)    1/8         7248      23%
>> 10:12:07      388   ( 3.9 cores)    1/8         7178      23%
>> 10:12:09      298   ( 3.0 cores)    0/8         7178      23%
>> 10:12:11      315   ( 3.2 cores)    0/8         7178      23%
>> 10:12:13      310   ( 3.1 cores)    1/8         7174      23%
>> 10:12:15      316   ( 3.2 cores)    1/8         7184      23%
>> 10:12:17      334   ( 3.3 cores)    1/8         7175      23%
>> 10:12:19      304   ( 3.0 cores)    0/8         7182      23%
>> 10:12:21      318   ( 3.2 cores)    1/8         7187      23%
>> 10:12:23      301   ( 3.0 cores)    1/8         7187      23%
>> 10:12:25      314   ( 3.1 cores)    0/8         7183      23%
>> 10:12:27      306   ( 3.1 cores)    0/8         7199      23%
>> 10:12:29      306   ( 3.1 cores)    1/8         7203      23%
>> 10:12:31      324   ( 3.2 cores)    1/8         7182      23%
>> 10:12:33      307   ( 3.1 cores)    1/8         7183      23%
>> 10:12:35      304   ( 3.0 cores)    1/8         7203      23%
>> 10:12:37      341   ( 3.4 cores)    1/8         7175      23%
>> 10:12:39      300   ( 3.0 cores)    0/8         7179      23%
>> 10:12:41      320   ( 3.2 cores)    1/8         7179      23%
>> 10:12:43      311   ( 3.1 cores)    1/8         7183      23%
>> 10:12:45      317   ( 3.2 cores)    1/8         7191      23%
>> 10:12:47      299   ( 3.0 cores)    1/8         7186      23%
>> 10:12:49      298   ( 3.0 cores)    0/8         7186      23%
>> 10:12:51      318   ( 3.2 cores)    1/8         7187      23%
>> 10:12:53      342   ( 3.4 cores)    0/8         7187      23%
>> 10:12:55      304   ( 3.0 cores)    1/8         7187      23%
>> 10:12:57      311   ( 3.1 cores)    1/8         7190      23%
>> 10:12:59      312   ( 3.1 cores)    1/8         7196      23%
>> 10:13:01      326   ( 3.3 cores)    0/8         7190      23%
>> 10:13:03      310   ( 3.1 cores)    0/8         7188      23%
>> 10:13:05      307   ( 3.1 cores)    1/8         7187      23%
>> 10:13:07      360   ( 3.6 cores)    1/8         7200      23%
>> 10:13:09      410   ( 4.1 cores)    2/8         7201      23%
>> 10:13:11      315   ( 3.1 cores)    0/8         7186      23%
>> 10:13:13      309   ( 3.1 cores)    1/8         7194      23%
>> 10:13:15      317   ( 3.2 cores)    1/8         7182      23%
>> 10:13:17      302   ( 3.0 cores)    0/8         7172      23%
>> 10:13:19      315   ( 3.2 cores)    0/8         7174      23%
>> 10:13:21      312   ( 3.1 cores)    1/8         7193      23%
>> 10:13:23      309   ( 3.1 cores)    1/8         7186      23%
>> 10:13:25      298   ( 3.0 cores)    0/8         7192      23%
>> 10:13:27      309   ( 3.1 cores)    0/8         7185      23%
>> 10:13:29      305   ( 3.1 cores)    1/8         7187      23%
>> 10:13:31      326   ( 3.3 cores)    1/8         7185      23%
>> 10:13:33      332   ( 3.3 cores)    1/8         7183      23%
>> 10:13:35      306   ( 3.1 cores)    1/8         7187      23%
>> 10:13:37      347   ( 3.5 cores)    1/8         7192      23%
>> 10:13:39      310   ( 3.1 cores)    1/8         7196      23%
>> 10:13:41      334   ( 3.3 cores)    1/8         7181      23%
>> 10:13:43      297   ( 3.0 cores)    0/8         7188      23%
>> 10:13:45      315   ( 3.1 cores)    1/8         7199      23%
>> 10:13:47      309   ( 3.1 cores)    1/8         7181      23%
>> 10:13:49      296   ( 3.0 cores)    0/8         7191      23%
>> 10:13:51      303   ( 3.0 cores)    0/8         7200      23%
>> 10:13:53      318   ( 3.2 cores)    1/8         7204      23%
>> 10:13:55      306   ( 3.1 cores)    1/8         7203      23%
>> 10:13:57      321   ( 3.2 cores)    0/8         7181      23%
>> 10:13:59      369   ( 3.7 cores)    1/8         7182      23%
>> 10:14:01      316   ( 3.2 cores)    1/8         7189      23%
>> 10:14:03      326   ( 3.3 cores)    1/8         7192      23%
>> 10:14:05      311   ( 3.1 cores)    0/8         7192      23%
>> 10:14:07      303   ( 3.0 cores)    0/8         7171      23%
>> 10:14:09      336   ( 3.4 cores)    1/8         7190      23%
>> 10:14:11      431   ( 4.3 cores)    2/8         7436      24%
>> 10:14:13      318   ( 3.2 cores)    1/8         7203      23%
>> 10:14:15      312   ( 3.1 cores)    0/8         7194      23%
>> 10:14:17      299   ( 3.0 cores)    0/8         7202      23%
>> 10:14:19      311   ( 3.1 cores)    1/8         7202      23%
>> 10:14:21      312   ( 3.1 cores)    1/8         7180      23%
>> 10:14:23      342   ( 3.4 cores)    0/8         7191      23%
>> 10:14:25      308   ( 3.1 cores)    1/8         7199      23%
>> 10:14:27      314   ( 3.1 cores)    1/8         7196      23%
>> 10:14:29      308   ( 3.1 cores)    1/8         7187      23%
>> 10:14:31      309   ( 3.1 cores)    0/8         7182      23%
>> 10:14:33      319   ( 3.2 cores)    0/8         7194      23%
>> 10:14:35      316   ( 3.2 cores)    1/8         7189      23%
>> 10:14:37      333   ( 3.3 cores)    1/8         7174      23%
>> 10:14:39      297   ( 3.0 cores)    0/8         7175      23%
>> 10:14:41      306   ( 3.1 cores)    0/8         7183      23%
>> 10:14:43      305   ( 3.1 cores)    1/8         7197      23%
>> 10:14:45      312   ( 3.1 cores)    1/8         7193      23%
>> 10:14:47      318   ( 3.2 cores)    0/8         7198      23%
>> 10:14:49      301   ( 3.0 cores)    0/8         7203      23%
>> 10:14:51      308   ( 3.1 cores)    1/8         7202      23%
